"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"414","75","Delightful, Edgy, Raunchy, Entertaining  Jenn T",""," April 26th, 2016","See it if You know and love the music, you're a fan of the 20's, you're a fan of that style of  dance + music from that era.","Don't see it if You're a fan of bigger musicals- Shows with lots of costume changes, scenery changes, big moments, etc.="
"415","94","Epic, Exquisite, Masterful, Raunchy, Riveting  MARY SUGAR",""," April 20th, 2016","See it if you want to see the classic musical that will wow you every time. Incredible choreography and abilities.","Don't see it if you are easily offended by showing too much skin or sexual innuendo.="
"416","91","Ambitious, Delightful, Great acting, Masterful, Entertaining  Jennifer H 6109",""," April 18th, 2016","See it if You love American Musicals","Don't see it if You don't like singing and dancing="
"417","85","Funny, Clever, Entertaining  Susan 90",""," April 17th, 2016","See it if A really entertaining musical.  Great dance numbers!","Don't see it if You have no sense of humor="
"418","50","Overrated, Slow, Dated  Barry 6103",""," April 12th, 2016","See it if Like musical that don't have any scene and stage changes","Don't see it if If you don't like musicals="
"419","83","Delightful, Edgy, Must see, Raunchy, Entertaining  Sam 6102",""," April 11th, 2016","See it if you love strong females characters you love great music and dancing you love the  Cell Block Tango  like I do!","Don't see it if you are offended by language, murder or sexual situations.="
"420","90","Funny, Quirky, Entertaining, Great staging, Fosse  KH",""," April 10th, 2016","See it if You love Kander & Ebb and a classic American musical score with Fossee choreography!","Don't see it if You want a big spectacle of a show.="
"421","90","Great acting, Must see, Great writing, Great staging, Great songs  Jennifer S 6100",""," April 9th, 2016","See it if You are looking for a musical with great songs and dancing.","Don't see it if You are bringing your kids.="
"422","80","Original, Absorbing, Clever, Raunchy, Great staging  Bart",""," April 9th, 2016","See it if You appreciate classic Broadway show tunes and dance numbers.","Don't see it if Scantily clad men and women make you uncomfortable.="
"423","70","Clever, Raunchy, Great writing, Overrated, Entertaining  Prue R",""," April 8th, 2016","See it if you have never seen it","Don't see it if depending on the cast these days="
"424","92","Original, Delightful, Must see, Refreshing, Entertaining  Carolyn 6094",""," April 8th, 2016","See it if You like musicals","Don't see it if You don't="
"425","75","Clever, Edgy, Raunchy, Overrated, Entertaining  Donna 6099",""," April 8th, 2016","See it if you love Fosse and/or his canon of work. It is an historically important piece...both theatrically and politically.","Don't see it if you saw the original. This pales in comparison-too slick. Not ugly. Which IS what Fosse is about. Space too small for a show meant to dance.="
"426","81","Edgy, Disappointing, Overrated  jenn32870",""," April 8th, 2016","See it if you need to check it off your 'standards' list","Don't see it if you are looking for something out of the ordinary or particularly memorable="
"427","54","Raunchy, Disappointing, Dated  Claudia F 6098",""," April 7th, 2016","See it if You appreciate the work of Bob Fossy executed well.","Don't see it if You have seen it before or know the show. It's boring.="
"428","32","Banal, Disappointing, Cliched, Dated, Fluffy  Evan W 2",""," April 7th, 2016","See it if everything else is sold out.","Don't see it if don't see it.="
"429","82","Edgy, Must see, Raunchy, Entertaining, Great staging  Torrey",""," April 7th, 2016","See it if you want a well-done theater staple. It's been around awhile, but never gets old. Great songs, great moments, good lighting and staging.","Don't see it if you want something new and exciting. Classic staging of a once-edgy show that has become pretty mainstream.="
"430","60","Raunchy, Overrated, Slow, Entertaining, Great singing  Erika M",""," April 7th, 2016","See it if You want catchy music and great choreography","Don't see it if Risqu<U+00E9> outfits offend you"
"431","82","Raunchy, Dated, Entertaining, Classic, Fluffy  Lisa 6095",""," April 5th, 2016","See it if You want to see a true Broadway classic. I saw it with Brandy as Roxie. It was her Broadway debut and she was pretty good.","Don't see it if You don't like a Fosse production...true cabaret style staging.="
"432","75","Entertaining  Marissa 6095",""," April 4th, 2016","See it if You want to see a classic","Don't see it if You want to see something new and fresh="
"433","85","Funny, Edgy, Must see, Entertaining, Great staging  Hannah M 6092",""," April 1st, 2016","See it if Love dance-heavy productions. Want to see clever use of staging/light/ensemble. Love Jazz music. Great combo of feel good & take away's","Don't see it if Don't enjoy sex/violence depicted on stage (done very dance focused). Don't enjoy dance or jazz. Want a normal big set/costume/lights show="
"434","92","Original, Masterful, Relevant, Riveting, Entertaining  Bill K",""," March 31st, 2016","See it if You love jazz music and sexy dancers","Don't see it if You have issue with songs about murder, greed and lust for fame="
"435","85","Clever, Quirky, Entertaining  Jeff 5",""," March 31st, 2016","See it if You are ready to indulge in guilty pleasure","Don't see it if You do not have a good sense of humor="
"436","87","Clever, Edgy, Entertaining  Erica W-K",""," March 31st, 2016","See it if you want to see a classic you love Kander & Ebb you liked the movie there's a cast member you'd like to see (always changing!)","Don't see it if you want to see something new you don't like Fosse you didn't like the movie="
"437","100","Delightful, Exquisite, Great acting, Must see, Entertaining  JeannieMund",""," March 30th, 2016","See it if You love music!","Don't see it if You don't like musicals.="
"438","92","Great acting, Great writing, Great staging  Linda 609050",""," March 30th, 2016","See it if Love musicals","Don't see it if You don't like musicals="
"439","82","Clever, Entertaining  ChrisRX",""," March 30th, 2016","See it if You love a good classic broadway musical","Don't see it if You've ever committed a crime and gone to prison for it. You won't think it's so funny!="
"440","50","Quirky, Overrated, Fluffy, Great choreography, Stale  Scott129",""," March 30th, 2016","See it if you are a tourist and feel you need to see a long running show.","Don't see it if you are expecting the show to be as exciting and fresh as when this revival opened.="
"441","70","Ambitious, Entertaining, Great staging  Zepka102",""," March 30th, 2016","See it if you love the music and there are performers you're very interested in seeing","Don't see it if you weren't a fan of the movie as this is more minimalistic="
"442","32","Disappointing, Overrated, Not funny  Bob 6061",""," March 30th, 2016","See it if You've got nothing better to do and want to see some Fosse choreography.","Don't see it if You saw the original.="
"443","92","Clever, Delightful, Must see  MICHAEL 6090",""," March 30th, 2016","See it if You want terrific song and dance numbers. Very sexy and the show to see with your date. It sure is a razzle dazzling night on the town.","Don't see it if You don't want to see an electrifying tale of greed, murder and show business.="
"444","100","Exquisite, Great acting, Masterful, Entertaining, Great staging  Diana 6089",""," March 29th, 2016","See it if you like great music and dancing. Very powerful and entertaining.","Don't see it if If you don't care about the storyline.="
"445","49","Banal, Disappointing, Excruciating, Insipid, Slow  Ryan 6089",""," March 29th, 2016","See it if You want to.","Don't see it if You like flashy, well directed, costumed, designed shows.="
"446","95","Intelligent, Thought-provoking, Relevant, Overrated, Entertaining  Dean 6088",""," March 28th, 2016","See it if A great classic show; I myself am over it but I absolutely recommend it to others who may be interested.","Don't see it if You're sick of it already as I am.="
"447","95","Funny, Original, Must see, Entertaining, Great staging  Anthony 6086",""," March 26th, 2016","See it if You're into Fosse style dancing and a good show","Don't see it if You're not into fosse style dancing"
"448","90","Funny, Clever, Entertaining, Elegant, Good-for-tourists  Tim F.",""," March 25th, 2016","See it if You want to see a beautifully staged Broadway classic, good for tourists who are not typically theatregoers and musical theatre fans alike.","Don't see it if An audience of mostly tourists bothers you or the occasional star casting turns you off.="
"449","94","Clever, Enchanting, Intense, Raunchy, Entertaining  priscilla",""," March 25th, 2016","See it if you love dancing, fast paced musical numbers with very challenging lyrics","Don't see it if you are uneasy about scantily clad actors ; if you don't know the basic premise of the show you only will conceptualize people prancing="
"450","70","Entertaining  SJ 6085",""," March 25th, 2016","See it if you like a musical although not the best I ever saw","Don't see it if You're not into jazz hands!="
"451","88","Absorbing, Edgy, Masterful, Entertaining, Great staging  Michael c6d38c20",""," March 24th, 2016","See it if You love the music of Kander & Ebb","Don't see it if You don't like sexy musicals="
"452","70","Disappointing, Cliched, Insipid, Dated, Entertaining  Tony 608p",""," March 24th, 2016","See it if You're a tourist and there's a famous celebrity you enjoy  doing Broadway","Don't see it if If you want to see something fresh and engaging. The show is tired.="
"453","93","Funny, Delightful, Edgy, Great acting, Entertaining  Tanya",""," March 24th, 2016","See it if you love dancing!","Don't see it if you don't enjoy being entertained.="
"454","72","Entertaining  NycTheatre",""," March 24th, 2016","See it if Like dancing and musical","Don't see it if Don't like musical="
"455","95","Original, Absorbing, Clever, Great acting, Entertaining  Dayna 6082",""," March 23rd, 2016","See it if You love great music and an original story. It's fun and catchy","Don't see it if You're not into that era.="
"456","50","Raunchy, Cliched, Overrated, Dated  Julianna_Iaco",""," March 23rd, 2016","See it if You enjoy a safe and familiar show, or if your a tourist","Don't see it if You enjoy edgy new shows="
